,Titles,Genres,Developers,Publishers,ReleaseDate_JP,ReleaseDate_EU,ReleaseDate_NA,TitlesHTML,SearchLinks,HistScrapped,Reviews,LogRegSlope,LogRegIntcpt,InitPrice,MappedGenres,MappedPublishers,MappedDevelopers,ReleaseDate_Agg,Release_Year,Release_Month,Release_Day,Success,SuccessPredict,SuccessPredictProb,SuccessPredictText
1095,Lego Marvel Super Heroes,Action-adventure,TT Games,WB Games,2015-01-22,2013-11-29,2013-11-15,lego+marvel+super+heroes,https://psprices.com/region-us/search/?q=lego+marvel+super+heroes&platform=PS4&dlc=hide,True,82.0,-0.0019447551846038104,-0.5068642348227752,39.99,Adventure,HighPublishers,HighDevelopers,2013-11-15,2013.0,11.0,15.0,1,1.0,50.50290568019899,Success
1096,Lego Marvel Super Heroes 2,Action-adventure,TT Games,WB Games,2018-02-01,2017-11-14,2017-11-14,lego+marvel+super+heroes+2,https://psprices.com/region-us/search/?q=lego+marvel+super+heroes+2&platform=PS4&dlc=hide,True,72.0,-0.00145199162568308,0.16682596572868366,59.99,Adventure,HighPublishers,HighDevelopers,2017-11-14,2017.0,11.0,14.0,1,0.0,58.705224008616064,Failure
1097,Lego Marvel's Avengers,Action-adventure,TT Games,WB Games,2016-01-16,2016-01-16,2016-01-16,lego+marvels+avengers,https://psprices.com/region-us/search/?q=lego+marvels+avengers&platform=PS4&dlc=hide,True,69.0,-0.002472048525659276,0.21310870633452195,59.99,Adventure,HighPublishers,HighDevelopers,2016-01-16,2016.0,1.0,16.0,1,1.0,55.89056459862304,Success
1099,Lego Movie Videogame 2,Action-adventure,TT Games,WB Games,2019-03-28,2019-03-01,2019-02-26,lego+movie+videogame+2,https://psprices.com/region-us/search/?q=lego+movie+videogame+2&platform=PS4&dlc=hide,True,69.0,-0.0005264519618072694,-0.08610419503173895,39.99,Adventure,HighPublishers,HighDevelopers,2019-02-26,2019.0,2.0,26.0,0,0.0,78.16313056511504,Failure
1100,Lego Ninjago Movie Video Game,Action-adventure,TT Games,WB Games,2017-09-22,2017-09-22,2017-09-22,lego+ninjago+movie+video+game,https://psprices.com/region-us/search/?q=lego+ninjago+movie+video+game&platform=PS4&dlc=hide,True,70.0,-0.0012024825386929242,-0.16250542348495545,59.99,Adventure,HighPublishers,HighDevelopers,2017-09-22,2017.0,9.0,22.0,1,0.0,58.65678706049295,Failure
1101,Lego Star Wars: The Force Awakens,Action-adventure,TT Games,WB Games,2016-10-13,2016-06-28,2016-06-28,lego+star+wars+the+force+awakens,https://psprices.com/region-us/search/?q=lego+star+wars+the+force+awakens&platform=PS4&dlc=hide,True,76.0,-0.0022213538757725384,0.282622637821139,59.99,Adventure,HighPublishers,HighDevelopers,2016-06-28,2016.0,6.0,28.0,1,0.0,55.954874420074866,Failure
1103,Lego Worlds,Action-adventure,TT Games,WB Games,2017-04-06,2017-03-04,2017-03-07,lego+worlds,https://psprices.com/region-us/search/?q=lego+worlds&platform=PS4&dlc=hide,True,67.0,-0.000681451488298987,-0.036008318294638395,29.99,Adventure,HighPublishers,HighDevelopers,2017-03-07,2017.0,3.0,7.0,0,0.0,65.89398074981167,Failure
1106,Lethal League,Fighting,Team Reptile,Team Reptile,2017-05-10,2017-05-10,2017-05-09,lethal+league,https://psprices.com/region-us/search/?q=lethal+league&platform=PS4&dlc=hide,True,71.0,0.0,0.0,14.99,Action,LowPublishers,MedDevelopers,2017-05-09,2017.0,5.0,9.0,0,0.0,71.38115540081942,Failure
1112,Life Goes On: Done to Death,"Platform, puzzle",Infinite Monkeys Entertainment,Infinite Monkeys Entertainment,2016-08-09,2016-05-17,2016-05-17,life+goes+on+done+to+death,https://psprices.com/region-us/search/?q=life+goes+on+done+to+death&platform=PS4&dlc=hide,True,77.0,-0.00048645965380732405,0.07393505926953939,9.74,Puzzle,LowPublishers,LowDevelopers,2016-05-17,2016.0,5.0,17.0,0,0.0,77.6617451518847,Failure
1115,Life Is Strange: Before the Storm,Action-adventure,Deck Nine Games,Square Enix,2017-08-31,2017-08-31,2017-08-31,life+is+strange+before+the+storm,https://psprices.com/region-us/search/?q=life+is+strange+before+the+storm&platform=PS4&dlc=hide,True,79.0,-0.0008973574019204226,-0.00939442874088306,24.99,Adventure,HighPublishers,LowDevelopers,2017-08-31,2017.0,8.0,31.0,0,0.0,79.22567131117718,Failure
1121,The Little Acre,Graphic adventure,Pewter Games,Curve Digital,2016-12-13,2016-12-13,2016-12-13,the+little+acre,https://psprices.com/region-us/search/?q=the+little+acre&platform=PS4&dlc=hide,True,69.0,-6.67040463789113e-05,-0.19053691295679048,11.04,Adventure,HighPublishers,LowDevelopers,2016-12-13,2016.0,12.0,13.0,0,0.0,72.33686053603437,Failure
1122,LittleBigPlanet 3,"Platform, puzzle",Sumo Digital,Sony Computer Entertainment,2014-12-04,2014-11-19,2014-11-18,littlebigplanet+3,https://psprices.com/region-us/search/?q=littlebigplanet+3&platform=PS4&dlc=hide,True,79.0,-0.0028186345575940573,0.05036790363802027,59.99,Puzzle,HighPublishers,MedDevelopers,2014-11-18,2014.0,11.0,18.0,1,1.0,66.83255206160811,Success
1123,Little Nightmares,Action-adventure,Tarsier Studios,Bandai Namco Entertainment,2017-04-28,2017-04-28,2017-04-28,little+nightmares,https://psprices.com/region-us/search/?q=little+nightmares&platform=PS4&dlc=hide,True,78.0,-0.0008695000746709136,0.02993152546797927,19.99,Adventure,HighPublishers,MedDevelopers,2017-04-28,2017.0,4.0,28.0,0,0.0,74.65690254521401,Failure
1125,Little Witch Academia: Chamber of Time,Role-playing,A+ Games,Bandai Namco Entertainment,2017-11-30,2018-05-15,2018-05-15,little+witch+academia+chamber+of+time,https://psprices.com/region-us/search/?q=little+witch+academia+chamber+of+time&platform=PS4&dlc=hide,True,58.0,-0.0015539040996769427,0.12302788749669283,49.99,RPG,HighPublishers,MedDevelopers,2018-05-15,2018.0,5.0,15.0,1,1.0,52.08927116581329,Success
1128,LocoRoco Remastered,"Platform, puzzle",SCE Japan Studio,Sony Interactive Entertainment,2017-05-09,2017-05-09,2017-05-09,locoroco+remastered,https://psprices.com/region-us/search/?q=locoroco+remastered&platform=PS4&dlc=hide,True,79.0,-0.0003049780797850126,-0.2739953081805401,14.99,Puzzle,HighPublishers,HighDevelopers,2017-05-09,2017.0,5.0,9.0,0,0.0,80.92061811922504,Failure
1129,LocoRoco 2 Remastered,"Platform, puzzle",SCE Japan Studio,Sony Interactive Entertainment,2017-12-09,2017-12-09,2017-12-09,locoroco+2+remastered,https://psprices.com/region-us/search/?q=locoroco+2+remastered&platform=PS4&dlc=hide,True,77.0,-0.0003332186978510318,-0.15256908116132012,14.99,Puzzle,HighPublishers,HighDevelopers,2017-12-09,2017.0,12.0,9.0,0,0.0,82.5332100389494,Failure
1137,Lords of the Fallen,Action role-playing,Deck13 Interactive,City Interactive,2014-10-31,2014-10-28,2014-10-28,lords+of+the+fallen,https://psprices.com/region-us/search/?q=lords+of+the+fallen&platform=PS4&dlc=hide,True,69.0,-0.0016912932671257254,-0.024466868487626692,59.99,Action,LowPublishers,LowDevelopers,2014-10-28,2014.0,10.0,28.0,1,1.0,62.97510345544502,Success
1139,The Lost Child,Role-playing,Crim,JP: Kadokawa GamesWW: NIS America,2017-08-24,2018-06-22,2018-06-19,the+lost+child,https://psprices.com/region-us/search/?q=the+lost+child&platform=PS4&dlc=hide,True,62.0,-0.0005127313054195377,-0.09768140470931316,49.99,RPG,LowPublishers,LowDevelopers,2018-06-19,2018.0,6.0,19.0,0,0.0,61.32468444421324,Failure
1146,Lost Sphear,Role-playing,Tokyo RPG Factory,Square Enix,2017-10-12,2018-01-23,2018-01-23,lost+sphear,https://psprices.com/region-us/search/?q=lost+sphear&platform=PS4&dlc=hide,True,70.0,-0.0007132515106866616,-0.09971845045924436,49.99,RPG,HighPublishers,MedDevelopers,2018-01-23,2018.0,1.0,23.0,0,0.0,56.7624928771281,Failure
1148,Lovers in a Dangerous Spacetime,"2D platform, action",Asteroid Base,Asteroid Base,2016-09-28,2016-02-09,2016-02-09,lovers+in+a+dangerous+spacetime,https://psprices.com/region-us/search/?q=lovers+in+a+dangerous+spacetime&platform=PS4&dlc=hide,True,82.0,-0.00031433986940560026,-0.1978734415993051,14.99,Platformer,LowPublishers,LowDevelopers,2016-02-09,2016.0,2.0,9.0,0,0.0,74.80722444162711,Failure
1149,Lumines Remastered,Puzzle,Enhance Games,Enhance Games,2018-06-26,2018-06-26,2018-06-26,lumines+remastered,https://psprices.com/region-us/search/?q=lumines+remastered&platform=PS4&dlc=hide,True,83.0,-0.0008197677662553136,-0.0003731446833493274,14.99,Puzzle,MedPublishers,MedDevelopers,2018-06-26,2018.0,6.0,26.0,0,0.0,87.33406720552517,Failure
1150,Lumo,Action-adventure,Triple Eh?,Rising Star Games,2016-10-20,2016-05-24,2016-05-24,lumo,https://psprices.com/region-us/search/?q=lumo&platform=PS4&dlc=hide,True,75.0,-0.00037593347691308265,-0.018992714874029416,19.99,Adventure,MedPublishers,LowDevelopers,2016-05-24,2016.0,5.0,24.0,0,0.0,76.21493802837615,Failure
1153,Mad Max,Action-adventure,Avalanche Studios,WB Games,2015-10-01,2015-09-04,2015-09-01,mad+max,https://psprices.com/region-us/search/?q=mad+max&platform=PS4&dlc=hide,True,68.0,-0.003068332340120947,0.17067701391849327,59.99,Adventure,HighPublishers,HighDevelopers,2015-09-01,2015.0,9.0,1.0,1,1.0,63.64965520241343,Success
1156,Madden NFL 17,Sports,EA Tiburon,Electronic Arts,2016-08-23,2016-08-23,2016-08-23,madden+nfl+17,https://psprices.com/region-us/search/?q=madden+nfl+17&platform=PS4&dlc=hide,True,82.0,-0.0020957895768487123,0.1297872602680383,59.99,Sports,HighPublishers,HighDevelopers,2016-08-23,2016.0,8.0,23.0,1,0.0,59.76859837327937,Failure
1158,Madden NFL 19,Sports,EA Tiburon,Electronic Arts,2018-08-10,2018-08-10,2018-08-10,madden+nfl+19,https://psprices.com/region-us/search/?q=madden+nfl+19&platform=PS4&dlc=hide,True,79.0,-0.0005715163856077827,-0.2501808109910736,59.99,Sports,HighPublishers,HighDevelopers,2018-08-10,2018.0,8.0,10.0,0,0.0,67.30713175400962,Failure
1163,Mages of Mystralia,Adventure,Borealys Games,Borealys Games,2018-10-18,2017-08-22,2017-08-22,mages+of+mystralia,https://psprices.com/region-us/search/?q=mages+of+mystralia&platform=PS4&dlc=hide,True,76.0,-0.0005479641648204997,0.027375280743874787,17.99,Adventure,LowPublishers,LowDevelopers,2017-08-22,2017.0,8.0,22.0,0,0.0,80.87801708510489,Failure
1165,Magicka 2,Action-adventure,Pieces Interactive,Paradox Interactive,2019-07-07,2015-05-26,2015-05-26,magicka+2,https://psprices.com/region-us/search/?q=magicka+2&platform=PS4&dlc=hide,True,68.0,-0.001008723251686412,0.010118765277229352,14.99,Adventure,MedPublishers,LowDevelopers,2015-05-26,2015.0,5.0,26.0,1,0.0,69.40593826463493,Failure
1168,Maldita Castilla EX,Platformer,Abylight Studios,Abylight Studios,2016-12-16,2017-01-11,2016-12-16,maldita+castilla+ex,https://psprices.com/region-us/search/?q=maldita+castilla+ex&platform=PS4&dlc=hide,True,83.0,0.0,0.0,11.99,Platformer,LowPublishers,MedDevelopers,2016-12-16,2016.0,12.0,16.0,0,0.0,78.58775739231221,Failure
1171,Mantis Burn Racing,Racing,VooFoo Studios,VooFoo Studios,2018-06-28,2016-10-12,2016-10-12,mantis+burn+racing,https://psprices.com/region-us/search/?q=mantis+burn+racing&platform=PS4&dlc=hide,True,72.0,-0.0005461718495413608,-0.08005238512339992,14.99,Sports,MedPublishers,HighDevelopers,2016-10-12,2016.0,10.0,12.0,0,0.0,79.91159296871236,Failure
1173,Marooners,"Action, party",M2H,M2H,2018-02-06,2018-02-06,2018-02-06,marooners,https://psprices.com/region-us/search/?q=marooners&platform=PS4&dlc=hide,True,62.0,-0.0007498499572113771,-0.11204663680764916,9.99,Puzzle,LowPublishers,LowDevelopers,2018-02-06,2018.0,2.0,6.0,0,0.0,76.38040195764529,Failure
1178,Marvel vs. Capcom: Infinite,Fighting,Capcom,Capcom,2017-09-21,2017-09-19,2017-09-19,marvel+vs+capcom+infinite,https://psprices.com/region-us/search/?q=marvel+vs+capcom+infinite&platform=PS4&dlc=hide,True,71.0,-0.0021238264484308962,0.3587133484898666,59.99,Action,HighPublishers,HighDevelopers,2017-09-19,2017.0,9.0,19.0,1,0.0,58.41910567629844,Failure
1182,Matterfall,Action,Housemarque,Sony Computer Entertainment,2017-08-17,2017-08-16,2017-08-15,matterfall,https://psprices.com/region-us/search/?q=matterfall&platform=PS4&dlc=hide,True,73.0,-0.0007332483195531419,-0.09253890674238457,19.99,Action,HighPublishers,HighDevelopers,2017-08-15,2017.0,8.0,15.0,0,0.0,78.54763567826934,Failure
1188,Mega Man Legacy Collection,Actionplatformer,Digital Eclipse,Capcom,2016-05-26,2015-08-25,2015-08-25,mega+man+legacy+collection,https://psprices.com/region-us/search/?q=mega+man+legacy+collection&platform=PS4&dlc=hide,True,79.0,-0.000729439691538098,0.029722397026616512,14.99,Platformer,HighPublishers,MedDevelopers,2015-08-25,2015.0,8.0,25.0,0,0.0,66.96004693443516,Failure
1189,Mega Man Legacy Collection 2,Actionplatformer,Digital Eclipse,Capcom,2017-08-08,2017-08-08,2017-08-08,mega+man+legacy+collection+2,https://psprices.com/region-us/search/?q=mega+man+legacy+collection+2&platform=PS4&dlc=hide,True,73.0,-0.0003956182905338296,-0.03147913868635158,19.99,Platformer,HighPublishers,MedDevelopers,2017-08-08,2017.0,8.0,8.0,0,0.0,68.40106664221139,Failure
1190,Mega Man X Legacy Collection,Actionplatformer,Capcom,Capcom,2018-07-26,2018-07-24,2018-07-24,mega+man+x+legacy+collection,https://psprices.com/region-us/search/?q=mega+man+x+legacy+collection&platform=PS4&dlc=hide,True,82.0,-0.0002708451024130473,-0.07821276995380011,19.99,Platformer,HighPublishers,HighDevelopers,2018-07-24,2018.0,7.0,24.0,0,0.0,87.44981919600828,Failure
1191,Mega Man X Legacy Collection 2,Actionplatformer,Capcom,Capcom,2018-07-26,2018-07-24,2018-07-24,mega+man+x+legacy+collection+2,https://psprices.com/region-us/search/?q=mega+man+x+legacy+collection+2&platform=PS4&dlc=hide,True,74.0,-0.00026307344705314717,-0.06735244270016871,19.99,Platformer,HighPublishers,HighDevelopers,2018-07-24,2018.0,7.0,24.0,0,0.0,84.68093207438955,Failure
1192,Mega Man Zero/ZX Legacy Collection,Actionplatformer,Capcom,Capcom,2020-02-25,2020-02-25,2020-02-25,mega+man+zero+zx+legacy+collection,https://psprices.com/region-us/search/?q=mega+man+zero+zx+legacy+collection&platform=PS4&dlc=hide,True,79.0,0.0,0.0,29.99,Platformer,HighPublishers,HighDevelopers,2020-02-25,2020.0,2.0,25.0,0,0.0,88.95369629086107,Failure
1193,Megadimension Neptunia VII,Role-playing,Compile Heart,Idea Factory,2015-04-23,2016-02-12,2016-02-02,megadimension+neptunia+vii,https://psprices.com/region-us/search/?q=megadimension+neptunia+vii&platform=PS4&dlc=hide,True,66.0,-0.0015711622794073615,-0.21560732801166993,59.99,RPG,MedPublishers,HighDevelopers,2016-02-02,2016.0,2.0,2.0,1,1.0,55.202840605212465,Success
1198,Melbits World,Puzzle-platformer,Melbot Studios,Melbot Studios,2019-10-10,2019-02-05,2018-11-14,melbits+world,https://psprices.com/region-us/search/?q=melbits+world&platform=PS4&dlc=hide,True,66.0,-0.0007035468332503318,0.2639726534856095,9.89,Platformer,LowPublishers,LowDevelopers,2018-11-14,2018.0,11.0,14.0,0,0.0,83.32002978548121,Failure
1199,Mercenary Kings,Action,Tribute Games,Tribute Games,2017-01-26,2018-02-06,2014-04-01,mercenary+kings,https://psprices.com/region-us/search/?q=mercenary+kings&platform=PS4&dlc=hide,True,74.0,-0.0010258273050147073,-0.20959724413146072,19.99,Action,LowPublishers,MedDevelopers,2014-04-01,2014.0,4.0,1.0,1,1.0,52.98522870308392,Success
1200,The Messenger,Actionplatformer,Sabotage Studio,Devolver Digital,2019-03-20,2019-03-19,2019-03-19,the+messenger,https://psprices.com/region-us/search/?q=the+messenger&platform=PS4&dlc=hide,True,86.0,-0.00027644756869007385,-0.12124309783399596,19.99,Platformer,HighPublishers,LowDevelopers,2019-03-19,2019.0,3.0,19.0,0,0.0,87.76747987141665,Failure
1201,Metal Gear Solid V: Ground Zeroes,"Action-adventure, stealth",Kojima Productions,Konami,2014-03-20,2014-03-20,2014-03-18,metal+gear+solid+v+ground+zeroes,https://psprices.com/region-us/search/?q=metal+gear+solid+v+ground+zeroes&platform=PS4&dlc=hide,True,74.0,-0.0011670335954878667,-0.2578577567290962,29.99,Action,HighPublishers,MedDevelopers,2014-03-18,2014.0,3.0,18.0,1,1.0,57.52878913390123,Success
1202,Metal Gear Solid V: The Phantom Pain,"Action-adventure, stealth",Kojima Productions,Konami,2015-09-02,2015-09-01,2015-09-01,metal+gear+solid+v+the+phantom+pain,https://psprices.com/region-us/search/?q=metal+gear+solid+v+the+phantom+pain&platform=PS4&dlc=hide,True,91.0,-0.0013645791652341828,0.07205897269699424,59.99,Action,HighPublishers,MedDevelopers,2015-09-01,2015.0,9.0,1.0,1,1.0,58.16966495261614,Success
1203,Metal Gear Survive,"Action-adventure, stealth",Konami,Konami,2018-02-21,2018-02-22,2018-02-20,metal+gear+survive,https://psprices.com/region-us/search/?q=metal+gear+survive&platform=PS4&dlc=hide,True,60.0,-0.0013228353282775385,0.014248935425000928,39.99,Action,HighPublishers,HighDevelopers,2018-02-20,2018.0,2.0,20.0,1,0.0,65.6282289642409,Failure
1204,Metal Max Xeno,Role-playing,Kadokawa Games,Kadokawa Games,2018-04-19,2018-09-28,2018-09-25,metal+max+xeno,https://psprices.com/region-us/search/?q=metal+max+xeno&platform=PS4&dlc=hide,True,66.0,-0.0005903443002621266,-0.0195489147631399,39.99,RPG,MedPublishers,HighDevelopers,2018-09-25,2018.0,9.0,25.0,0,0.0,78.96214056909763,Failure
1207,Metal Slug 3,Run and gun,SNK,SNK,2015-05-14,2015-04-29,2015-03-24,metal+slug+3,https://psprices.com/region-us/search/?q=metal+slug+3&platform=PS4&dlc=hide,True,80.0,-0.0012629562164136918,-0.019390908811838435,14.99,Shooter,LowPublishers,LowDevelopers,2015-03-24,2015.0,3.0,24.0,1,0.0,72.25956725165516,Failure
1211,Metrico+,Platformerpuzzle,Digital Dreams,Digital Dreams,2016-08-24,2016-08-23,2016-08-23,metrico+,https://psprices.com/region-us/search/?q=metrico+&platform=PS4&dlc=hide,True,73.0,-0.0002243322838624468,0.10198414811285766,9.99,Puzzle,LowPublishers,LowDevelopers,2016-08-23,2016.0,8.0,23.0,0,0.0,78.12178421772336,Failure
1213,Metro Redux,First-person shooter,4A Games,Deep Silver,2014-10-30,2014-08-29,2014-08-26,metro+redux,https://psprices.com/region-us/search/?q=metro+redux&platform=PS4&dlc=hide,True,83.0,-0.0017557320874490375,0.030790259743553053,49.99,Shooter,MedPublishers,MedDevelopers,2014-08-26,2014.0,8.0,26.0,1,1.0,50.927302013016984,Success
1214,The Metronomicon: Slay the Dance Floor,Music,Puuba,Akupara Games,2017-10-13,2017-08-29,2017-08-29,the+metronomicon+slay+the+dance+floor,https://psprices.com/region-us/search/?q=the+metronomicon+slay+the+dance+floor&platform=PS4&dlc=hide,True,78.0,-5.2058200162024036e-05,-0.10695239213641533,19.99,Puzzle,LowPublishers,LowDevelopers,2017-08-29,2017.0,8.0,29.0,0,0.0,82.36976407064385,Failure
1216,Middle-earth: Shadow of Mordor,Action-adventure,Monolith Productions,WB Games,2014-12-25,2014-10-03,2014-09-30,middle-earth+shadow+of+mordor,https://psprices.com/region-us/search/?q=middle-earth+shadow+of+mordor&platform=PS4&dlc=hide,True,85.0,-0.002640272485052302,0.09052614481407151,49.99,Adventure,HighPublishers,MedDevelopers,2014-09-30,2014.0,9.0,30.0,1,1.0,54.378776804125785,Success
1217,Middle-earth: Shadow of War,Action-adventure,Monolith Productions,WB Games,2017-10-10,2017-10-10,2017-10-10,middle-earth+shadow+of+war,https://psprices.com/region-us/search/?q=middle-earth+shadow+of+war&platform=PS4&dlc=hide,True,81.0,-0.0010114522233492062,0.10179316252139427,59.99,Adventure,HighPublishers,MedDevelopers,2017-10-10,2017.0,10.0,10.0,1,0.0,52.540292048330095,Failure
1220,Mighty No. 9,Actionplatformer,"Comcept, Inti Creates",Deep Silver,2016-06-21,2016-06-24,2016-06-21,mighty+no+9,https://psprices.com/region-us/search/?q=mighty+no+9&platform=PS4&dlc=hide,True,51.0,-0.0007171483281985644,-0.08682963385161517,19.99,Platformer,MedPublishers,LowDevelopers,2016-06-21,2016.0,6.0,21.0,0,0.0,61.179275304245365,Failure
1232,Mirror's Edge Catalyst,"Action-adv, platformer",EA DICE,Electronic Arts,2016-06-09,2016-06-09,2016-06-07,mirrors+edge+catalyst,https://psprices.com/region-us/search/?q=mirrors+edge+catalyst&platform=PS4&dlc=hide,True,70.0,-0.0009335989870008811,0.10505767811495786,59.99,Platformer,HighPublishers,MedDevelopers,2016-06-07,2016.0,6.0,7.0,0,1.0,65.49097714557759,Success
1236,MLB The Show 16,Sports,SCE San Diego Studio,Sony Computer Entertainment,2016-03-30,2016-03-29,2016-03-29,mlb+the+show+16,https://psprices.com/region-us/search/?q=mlb+the+show+16&platform=PS4&dlc=hide,True,85.0,-0.0036591436696760244,0.09731537732801662,59.99,Sports,HighPublishers,HighDevelopers,2016-03-29,2016.0,3.0,29.0,1,0.0,60.86432260848586,Failure
1237,MLB The Show 17,Sports,SCE San Diego Studio,Sony Interactive Entertainment,2017-03-28,2017-03-28,2017-03-28,mlb+the+show+17,https://psprices.com/region-us/search/?q=mlb+the+show+17&platform=PS4&dlc=hide,True,85.0,-0.003401360539983976,0.30430097126479244,59.99,Sports,HighPublishers,HighDevelopers,2017-03-28,2017.0,3.0,28.0,1,0.0,67.24261185066831,Failure
1238,MLB The Show 18,Sports,SCE San Diego Studio,Sony Interactive Entertainment,2018-03-27,2018-03-27,2018-03-27,mlb+the+show+18,https://psprices.com/region-us/search/?q=mlb+the+show+18&platform=PS4&dlc=hide,True,82.0,-0.0027422297633202695,0.1122820323412761,59.99,Sports,HighPublishers,HighDevelopers,2018-03-27,2018.0,3.0,27.0,1,0.0,71.29833560849099,Failure
1239,MLB The Show 19,Sports,SCE San Diego Studio,Sony Interactive Entertainment,2019-03-26,2019-03-26,2019-03-26,mlb+the+show+19,https://psprices.com/region-us/search/?q=mlb+the+show+19&platform=PS4&dlc=hide,True,82.0,-0.0024761934779929007,0.18264158364225508,59.99,Sports,HighPublishers,HighDevelopers,2019-03-26,2019.0,3.0,26.0,1,0.0,76.62907492219158,Failure
1242,Momodora: Reverie Under the Moonlight,Metroidvania,Bombservice,Playism,2017-03-16,2017-03-16,2017-03-16,momodora+reverie+under+the+moonlight,https://psprices.com/region-us/search/?q=momodora+reverie+under+the+moonlight&platform=PS4&dlc=hide,True,79.0,-0.0007113068385859152,-0.033452609276815023,9.99,Action,MedPublishers,LowDevelopers,2017-03-16,2017.0,3.0,16.0,0,0.0,84.07581077053966,Failure
1246,Monster Boy and the Cursed Kingdom,Platformer,The Game Atelier,FDG Entertainment,2018-12-04,2018-12-04,2018-12-04,monster+boy+and+the+cursed+kingdom,https://psprices.com/region-us/search/?q=monster+boy+and+the+cursed+kingdom&platform=PS4&dlc=hide,True,85.0,-0.0015395818596096677,0.18359788189333845,39.99,Platformer,LowPublishers,LowDevelopers,2018-12-04,2018.0,12.0,4.0,1,0.0,78.902039925587,Failure
1249,Monster Hunter: World,Action role-playing,Capcom,Capcom,2018-01-26,2018-01-26,2018-01-26,monster+hunter+world,https://psprices.com/region-us/search/?q=monster+hunter+world&platform=PS4&dlc=hide,True,90.0,-0.001299321437719238,0.1449806601669137,59.99,Action,HighPublishers,HighDevelopers,2018-01-26,2018.0,1.0,26.0,1,0.0,74.67091652509907,Failure
1251,Moonlighter,Action role-playing,Digital Sun Games,JP: TeyonWW: Digital Sun Games,2019-11-22,2018-05-29,2018-05-29,moonlighter,https://psprices.com/region-us/search/?q=moonlighter&platform=PS4&dlc=hide,True,82.0,-0.0010989257119089252,0.08342852539899032,19.99,Action,LowPublishers,LowDevelopers,2018-05-29,2018.0,5.0,29.0,1,0.0,86.72361815636816,Failure
1253,Mordheim: City of the Damned,Tactical role-playing,Rogue Factor,Focus Home Interactive,2016-10-18,2016-10-18,2016-10-18,mordheim+city+of+the+damned,https://psprices.com/region-us/search/?q=mordheim+city+of+the+damned&platform=PS4&dlc=hide,True,69.0,-0.0009232504166237594,-0.12172660282888051,39.99,Action,HighPublishers,LowDevelopers,2016-10-18,2016.0,10.0,18.0,0,0.0,56.77033261259742,Failure
1254,Mortal Kombat X,Fighting,NetherRealm Studios,WB Games,2015-04-14,2015-04-14,2015-04-14,mortal+kombat+x,https://psprices.com/region-us/search/?q=mortal+kombat+x&platform=PS4&dlc=hide,True,83.0,-0.0016620228265871871,0.1654573601079146,59.99,Action,HighPublishers,MedDevelopers,2015-04-14,2015.0,4.0,14.0,1,1.0,62.52623125356293,Success
1256,Mother Russia Bleeds,Beat 'em up,Le Cartel Studio,Devolver Digital,2016-12-03,2016-12-03,2016-12-03,mother+russia+bleeds,https://psprices.com/region-us/search/?q=mother+russia+bleeds&platform=PS4&dlc=hide,True,70.0,-0.001248213808016544,-0.018496647011606582,14.99,Action,HighPublishers,LowDevelopers,2016-12-03,2016.0,12.0,3.0,1,0.0,68.2382854111788,Failure
1260,MotoGP 17,Racing,Milestone,Milestone,2017-06-15,2017-06-15,2017-06-15,motogp+17,https://psprices.com/region-us/search/?q=motogp+17&platform=PS4&dlc=hide,True,67.0,-0.0007754128751039973,-0.08640974327573844,49.99,Sports,MedPublishers,HighDevelopers,2017-06-15,2017.0,6.0,15.0,0,0.0,64.95471016856776,Failure
1261,MotoGP 18,Racing,Milestone,Milestone,2018-06-07,2018-06-07,2018-06-07,motogp+18,https://psprices.com/region-us/search/?q=motogp+18&platform=PS4&dlc=hide,True,64.0,-0.0018502688444295384,0.12048349755280552,49.99,Sports,MedPublishers,HighDevelopers,2018-06-07,2018.0,6.0,7.0,1,0.0,67.20356497739701,Failure
1263,Moto Racer 4,Racing,Artefacts Studio,Microïds,2016-11-04,2016-11-04,2016-11-04,moto+racer+4,https://psprices.com/region-us/search/?q=moto+racer+4&platform=PS4&dlc=hide,True,53.0,-0.0003961607840548983,-0.2586596579263165,39.99,Sports,MedPublishers,MedDevelopers,2016-11-04,2016.0,11.0,4.0,0,1.0,57.285812154364116,Success
1272,Mugsters,Actionpuzzle,Reinkout Games,Team17,2018-11-01,2018-07-17,2018-07-17,mugsters,https://psprices.com/region-us/search/?q=mugsters&platform=PS4&dlc=hide,True,72.0,-0.0008140242465304237,-0.09508191717485576,14.99,Puzzle,HighPublishers,LowDevelopers,2018-07-17,2018.0,7.0,17.0,0,0.0,81.24228604509341,Failure
1273,Mulaka,"Action, Adventure",Lienzo,Lienzo,2018-11-29,2018-02-27,2018-02-27,mulaka,https://psprices.com/region-us/search/?q=mulaka&platform=PS4&dlc=hide,True,72.0,-0.0005005376542039981,-0.008307849292368455,19.99,Adventure,LowPublishers,LowDevelopers,2018-02-27,2018.0,2.0,27.0,0,0.0,81.61358636089277,Failure
1274,The Mummy Demastered,Metroidvania,WayForward Technologies,WayForward Technologies,2017-10-24,2017-10-24,2017-10-24,the+mummy+demastered,https://psprices.com/region-us/search/?q=the+mummy+demastered&platform=PS4&dlc=hide,True,76.0,-0.00027060782990675217,-0.07691811149706775,19.99,Action,MedPublishers,HighDevelopers,2017-10-24,2017.0,10.0,24.0,0,0.0,86.05719102051843,Failure
