,Titles,Genres,Developers,Publishers,ReleaseDate_JP,ReleaseDate_EU,ReleaseDate_NA,TitlesHTML,SearchLinks,HistScrapped,Reviews,LogRegSlope,LogRegIntcpt,InitPrice,MappedGenres,MappedPublishers,MappedDevelopers,ReleaseDate_Agg,Release_Year,Release_Month,Release_Day,Success
85,Angry Birds Star Wars,Puzzle,Exient Entertainment,Activision,,2013-11-29,2013-11-15,angry+birds+star+wars,https://psprices.com/region-us/search/?q=angry+birds+star+wars&platform=PS4&dlc=hide,False,,,,,Puzzle,HighPublishers,LowDevelopers,2013-11-15,2013.0,11.0,15.0,1
86,Anima: Gate of Memories,Action role-playing,Anima Project,BadLand Games,2017-01-01,2016-06-03,2017-03-21,anima+gate+of+memories,https://psprices.com/region-us/search/?q=anima+gate+of+memories&platform=PS4&dlc=hide,True,57.0,-0.000648798193489573,0.005739625653875376,19.99,Action,MedPublishers,LowDevelopers,2017-03-21,2017.0,3.0,21.0,0
87,Anno: Mutantionem,Unknown,ThinkingStars,ThinkingStars,,,,anno+mutantionem,https://psprices.com/region-us/search/?q=anno+mutantionem&platform=PS4&dlc=hide,False,,,,,Action,LowPublishers,LowDevelopers,,,,,1
88,Anodyne,Role-playing,Analgesic Productions,Nnooo,,2018-09-19,2018-09-18,anodyne,https://psprices.com/region-us/search/?q=anodyne&platform=PS4&dlc=hide,True,77.0,-0.0013374778432852321,0.002722892041246594,9.99,RPG,LowPublishers,LowDevelopers,2018-09-18,2018.0,9.0,18.0,1
89,Anoko wa Ore kara Hanarenai,Visual novel,Giga,Technical Group Laboratory,2014-12-18,,,anoko+wa+ore+kara+hanarenai,https://psprices.com/region-us/search/?q=anoko+wa+ore+kara+hanarenai&platform=PS4&dlc=hide,False,,,,,Adventure,LowPublishers,LowDevelopers,2014-12-18,2014.0,12.0,18.0,1
90,Anomaly 2,Real-time strategy,11 bit studios,11 bit studios,,2014-09-17,2014-09-16,anomaly+2,https://psprices.com/region-us/search/?q=anomaly+2&platform=PS4&dlc=hide,True,,,,,Strategy,LowPublishers,MedDevelopers,2014-09-16,2014.0,9.0,16.0,1
91,Anonymous;Code,Visual novel,"5pb., Chiyomaru Studio",5pb.,,,,anonymous+code,https://psprices.com/region-us/search/?q=anonymous+code&platform=PS4&dlc=hide,False,,,,,Adventure,MedPublishers,LowDevelopers,,,,,1
92,Another World: 20th Anniversary Edition,Cinematic platformer,The Digital Lounge,The Digital Lounge,,2014-06-25,2014-06-25,another+world+20th+anniversary+edition,https://psprices.com/region-us/search/?q=another+world+20th+anniversary+edition&platform=PS4&dlc=hide,True,68.0,-0.002771569015075777,-0.0011798618970098457,7.99,Platformer,LowPublishers,LowDevelopers,2014-06-25,2014.0,6.0,25.0,1
93,Anthem,Action role-playing,BioWare,Electronic Arts,2019-02-22,2019-02-22,2019-02-22,anthem,https://psprices.com/region-us/search/?q=anthem&platform=PS4&dlc=hide,True,,,,,Action,HighPublishers,MedDevelopers,2019-02-22,2019.0,2.0,22.0,1
94,Antiquia Lost,Role-playing,Exe Create,Kemco,2017-08-16,2017-09-05,2017-09-05,antiquia+lost,https://psprices.com/region-us/search/?q=antiquia+lost&platform=PS4&dlc=hide,True,53.0,-0.0003914883378477248,-0.07296924063871589,14.99,RPG,MedPublishers,HighDevelopers,2017-09-05,2017.0,9.0,5.0,0
95,AO Tennis,Sports,Big Ant Studios,Big Ant Studios,,2018-01-16,2018-05-08,ao+tennis,https://psprices.com/region-us/search/?q=ao+tennis&platform=PS4&dlc=hide,True,51.0,-0.0028769595044755942,-2.9230496178779153e-17,49.99,Sports,MedPublishers,HighDevelopers,2018-05-08,2018.0,5.0,8.0,1
96,A Pixel Story,"Platform, puzzle",Lamplight Studios,Rising Star Games,,2017-02-24,2017-02-24,a+pixel+story,https://psprices.com/region-us/search/?q=a+pixel+story&platform=PS4&dlc=hide,True,,,,,Puzzle,MedPublishers,LowDevelopers,2017-02-24,2017.0,2.0,24.0,1
97,A Plague Tale: Innocence,Action-adventure,Asobo Studio,JP: Oizumi AmuseoWW: Focus Home Interactive,2019-11-28,2019-05-14,2019-05-14,a+plague+tale+innocence,https://psprices.com/region-us/search/?q=a+plague+tale+innocence&platform=PS4&dlc=hide,True,,,,,Adventure,LowPublishers,LowDevelopers,2019-05-14,2019.0,5.0,14.0,1
98,Apocalypse,Action role-playing,Future Tech,Future Tech,,,,apocalypse,https://psprices.com/region-us/search/?q=apocalypse&platform=PS4&dlc=hide,False,,,,,Action,LowPublishers,LowDevelopers,,,,,1
99,Apotheon,"Action role-playing, platform",Alientrap,Alientrap,,2015-02-03,2015-02-03,apotheon,https://psprices.com/region-us/search/?q=apotheon&platform=PS4&dlc=hide,True,77.0,-0.0011987965963293475,-0.007954537693247197,14.99,Action,LowPublishers,MedDevelopers,2015-02-03,2015.0,2.0,3.0,1
100,Aqua Moto Racing Utopia,Racing,Zordix,Zordix,,2016-11-30,2016-11-29,aqua+moto+racing+utopia,https://psprices.com/region-us/search/?q=aqua+moto+racing+utopia&platform=PS4&dlc=hide,True,53.0,-0.00038888702219155136,-0.32545410152773396,29.99,Sports,LowPublishers,MedDevelopers,2016-11-29,2016.0,11.0,29.0,0
101,The Aquatic Adventure of the Last Human,Action-adventure,YCJY Games,Digerati,,2018-01-24,2018-01-23,the+aquatic+adventure+of+the+last+human,https://psprices.com/region-us/search/?q=the+aquatic+adventure+of+the+last+human&platform=PS4&dlc=hide,True,78.0,-0.0005773734599943383,0.030502852479359577,14.99,Adventure,MedPublishers,LowDevelopers,2018-01-23,2018.0,1.0,23.0,0
102,Aragami,"Action, stealth",Lince Works,Merge Games,2016-10-04,2016-10-04,2016-10-04,aragami,https://psprices.com/region-us/search/?q=aragami&platform=PS4&dlc=hide,True,71.0,-0.0001504219696440498,-0.13774998963948534,19.99,Action,MedPublishers,LowDevelopers,2016-10-04,2016.0,10.0,4.0,0
103,Arcade Classics Anniversary Collection,Shoot 'em up,Konami,Konami,2019-06-12,2019-04-18,2019-04-18,arcade+classics+anniversary+collection,https://psprices.com/region-us/search/?q=arcade+classics+anniversary+collection&platform=PS4&dlc=hide,True,62.0,-0.00016238239694511678,-0.17563079979236057,19.99,Shooter,HighPublishers,HighDevelopers,2019-04-18,2019.0,4.0,18.0,0
104,Arcania: The Complete Tale,Action role-playing,Black Forest Games,Nordic Games,,2015-05-08,2015-05-12,arcania+the+complete+tale,https://psprices.com/region-us/search/?q=arcania+the+complete+tale&platform=PS4&dlc=hide,True,,,,,Action,MedPublishers,MedDevelopers,2015-05-12,2015.0,5.0,12.0,1
105,Arc of Alchemist,Action role-playing,Compile Heart,Idea Factory,2019-02-07,2020-01-31,2020-01-30,arc+of+alchemist,https://psprices.com/region-us/search/?q=arc+of+alchemist&platform=PS4&dlc=hide,False,,,,,Action,MedPublishers,HighDevelopers,2020-01-30,2020.0,1.0,30.0,1
106,Arise: A Simple Story,Adventure,Piccolo Studio,Techland Publishing,,2019-12-03,2019-12-03,arise+a+simple+story,https://psprices.com/region-us/search/?q=arise+a+simple+story&platform=PS4&dlc=hide,True,,,,,Adventure,LowPublishers,LowDevelopers,2019-12-03,2019.0,12.0,3.0,1
107,Ark: Survival Evolved,"Action, survival",Studio Wildcard,Studio Wildcard,2017-10-26,2017-08-29,2017-08-29,ark+survival+evolved,https://psprices.com/region-us/search/?q=ark+survival+evolved&platform=PS4&dlc=hide,True,67.0,-0.0005140091432432086,-0.029908297187614157,59.99,Action,LowPublishers,LowDevelopers,2017-08-29,2017.0,8.0,29.0,0
108,Armello,"Board game, role-playing",League of Geeks,League of Geeks,2015-09-02,2015-09-01,2015-09-01,armello,https://psprices.com/region-us/search/?q=armello&platform=PS4&dlc=hide,True,78.0,-0.0011129478465743876,0.004103292565653146,19.99,Puzzle,LowPublishers,LowDevelopers,2015-09-01,2015.0,9.0,1.0,1
109,Arslan: The Warriors of Legend,Action,Koei Tecmo,Koei Tecmo,2015-10-01,2016-02-12,2016-02-09,arslan+the+warriors+of+legend,https://psprices.com/region-us/search/?q=arslan+the+warriors+of+legend&platform=PS4&dlc=hide,True,69.0,0.0,0.0,59.99,Action,HighPublishers,HighDevelopers,2016-02-09,2016.0,2.0,9.0,0
110,Art of Balance,Puzzle,Shin'en Multimedia,Shin'en Multimedia,,2016-06-03,2016-06-03,art+of+balance,https://psprices.com/region-us/search/?q=art+of+balance&platform=PS4&dlc=hide,True,80.0,-0.0007885965285032261,-0.20284074185326437,8.99,Puzzle,LowPublishers,MedDevelopers,2016-06-03,2016.0,6.0,3.0,0
111,Asdivine Dios,Role-playing,Exe Create,Kemco,2019-06-05,,2019-07-02,asdivine+dios,https://psprices.com/region-us/search/?q=asdivine+dios&platform=PS4&dlc=hide,True,,,,,RPG,MedPublishers,HighDevelopers,2019-07-02,2019.0,7.0,2.0,1
112,Asdivine Hearts,Role-playing,Kotobuki Solution,Kemco,2017-01-10,2017-11-07,2016-12-13,asdivine+hearts,https://psprices.com/region-us/search/?q=asdivine+hearts&platform=PS4&dlc=hide,True,52.0,-0.0009055635754663809,0.021497030285832098,14.99,RPG,MedPublishers,LowDevelopers,2016-12-13,2016.0,12.0,13.0,0
113,Asdivine Hearts II,Role-playing,Exe Create,Kemco,2018-01-17,,2019-01-24,asdivine+hearts+ii,https://psprices.com/region-us/search/?q=asdivine+hearts+ii&platform=PS4&dlc=hide,True,54.0,7.566671688954518e-05,-0.08048731731138341,14.99,RPG,MedPublishers,HighDevelopers,2019-01-24,2019.0,1.0,24.0,0
114,Asdivine Kamura,Role-playing,Exe Create,Kemco,2019-10-02,,2019-11-05,asdivine+kamura,https://psprices.com/region-us/search/?q=asdivine+kamura&platform=PS4&dlc=hide,True,,,,,RPG,MedPublishers,HighDevelopers,2019-11-05,2019.0,11.0,5.0,1
115,Asdivine Menace,Role-playing,Exe Create,Kemco,2019-08-02,,2019-09-03,asdivine+menace,https://psprices.com/region-us/search/?q=asdivine+menace&platform=PS4&dlc=hide,True,,,,,RPG,MedPublishers,HighDevelopers,2019-09-03,2019.0,9.0,3.0,1
116,Asemblance,Adventure,Nilo Studios,Nilo Studios,,2016-07-26,2016-06-21,asemblance,https://psprices.com/region-us/search/?q=asemblance&platform=PS4&dlc=hide,True,59.0,-0.0007232419314048581,-0.1433706335495852,9.99,Adventure,LowPublishers,LowDevelopers,2016-06-21,2016.0,6.0,21.0,0
117,Ashen,Action role-playing,A44,Annapurna Interactive,,2019-12-09,2019-12-09,ashen,https://psprices.com/region-us/search/?q=ashen&platform=PS4&dlc=hide,True,,,,,Action,MedPublishers,LowDevelopers,2019-12-09,2019.0,12.0,9.0,1
118,Ashes Cricket,Sports,Big Ant Studios,Big Ant Studios,,2017-11-16,2017-11-16,ashes+cricket,https://psprices.com/region-us/search/?q=ashes+cricket&platform=PS4&dlc=hide,True,75.0,-0.0016747517888372416,-3.237366132281247e-17,49.99,Sports,MedPublishers,HighDevelopers,2017-11-16,2017.0,11.0,16.0,1
119,Assassin's Creed III Remastered,"Action-adventure, stealth",Ubisoft Montreal,Ubisoft,2019-03-29,2019-03-29,2019-03-29,assassins+creed+iii+remastered,https://psprices.com/region-us/search/?q=assassins+creed+iii+remastered&platform=PS4&dlc=hide,True,69.0,-0.0008219326580442207,-0.034566587614865175,39.99,Action,HighPublishers,HighDevelopers,2019-03-29,2019.0,3.0,29.0,0
120,Assassin's Creed IV: Black Flag,"Action-adventure, stealth",Ubisoft Montreal,Ubisoft,2014-02-22,2013-11-22,2013-11-19,assassins+creed+iv+black+flag,https://psprices.com/region-us/search/?q=assassins+creed+iv+black+flag&platform=PS4&dlc=hide,True,85.0,-0.0017121586656823485,-0.11639124888149593,49.99,Action,HighPublishers,HighDevelopers,2013-11-19,2013.0,11.0,19.0,1
121,Assassin's Creed Chronicles: China,"Action-adventure, stealth",Climax Studios,Ubisoft,2015-04-22,2015-04-22,2015-04-21,assassins+creed+chronicles+china,https://psprices.com/region-us/search/?q=assassins+creed+chronicles+china&platform=PS4&dlc=hide,True,67.0,4.312114005392887e-05,-0.35179533311284017,9.99,Action,HighPublishers,MedDevelopers,2015-04-21,2015.0,4.0,21.0,0
122,Assassin's Creed Chronicles: India,"Action-adventure, stealth",Climax Studios,Ubisoft,2016-01-12,2016-01-12,2016-01-13,assassins+creed+chronicles+india,https://psprices.com/region-us/search/?q=assassins+creed+chronicles+india&platform=PS4&dlc=hide,True,62.0,-0.0011705945482467788,-0.030759203482906124,9.99,Action,HighPublishers,MedDevelopers,2016-01-13,2016.0,1.0,13.0,1
123,Assassin's Creed Chronicles: Russia,"Action-adventure, stealth",Climax Studios,Ubisoft,2016-02-25,2016-02-09,2016-02-09,assassins+creed+chronicles+russia,https://psprices.com/region-us/search/?q=assassins+creed+chronicles+russia&platform=PS4&dlc=hide,True,58.0,-0.0010236227069166579,-0.10341938703686127,9.99,Action,HighPublishers,MedDevelopers,2016-02-09,2016.0,2.0,9.0,1
124,Assassin's Creed: The Ezio Collection,"Action-adventure, stealth",Virtuos,Ubisoft,2016-11-15,2016-11-15,2016-11-15,assassins+creed+the+ezio+collection,https://psprices.com/region-us/search/?q=assassins+creed+the+ezio+collection&platform=PS4&dlc=hide,True,72.0,-0.001053218999079254,-0.08304964397967207,59.99,Action,HighPublishers,LowDevelopers,2016-11-15,2016.0,11.0,15.0,1
125,Assassin's Creed Odyssey,"Action-adventure, stealth",Ubisoft Quebec,Ubisoft,2018-10-05,2018-10-05,2018-10-05,assassins+creed+odyssey,https://psprices.com/region-us/search/?q=assassins+creed+odyssey&platform=PS4&dlc=hide,True,,,,,Action,HighPublishers,MedDevelopers,2018-10-05,2018.0,10.0,5.0,1
126,Assassin's Creed: Origins,"Action-adventure, stealth",Ubisoft,Ubisoft,2017-10-27,2017-10-27,2017-10-27,assassins+creed+origins,https://psprices.com/region-us/search/?q=assassins+creed+origins&platform=PS4&dlc=hide,True,84.0,-0.000818683765930829,0.02273567688955115,59.99,Action,HighPublishers,MedDevelopers,2017-10-27,2017.0,10.0,27.0,0
127,Assassin's Creed Rogue Remastered,"Action-adventure, stealth",Ubisoft Sofia,Ubisoft,2018-03-20,2018-03-20,2018-03-20,assassins+creed+rogue+remastered,https://psprices.com/region-us/search/?q=assassins+creed+rogue+remastered&platform=PS4&dlc=hide,True,72.0,-0.0002284754561786777,-0.0959309485336731,29.99,Action,HighPublishers,LowDevelopers,2018-03-20,2018.0,3.0,20.0,0
128,Assassin's Creed Syndicate,"Action-adventure, stealth",Ubisoft Quebec,Ubisoft,2015-10-23,2015-10-23,2015-10-23,assassins+creed+syndicate,https://psprices.com/region-us/search/?q=assassins+creed+syndicate&platform=PS4&dlc=hide,True,76.0,-0.0013867599998731387,0.08014408946681031,59.99,Action,HighPublishers,MedDevelopers,2015-10-23,2015.0,10.0,23.0,1
129,Assassin's Creed Unity,"Action-adventure, stealth",Ubisoft Toronto,Ubisoft,2014-12-04,2014-11-13,2014-11-11,assassins+creed+unity,https://psprices.com/region-us/search/?q=assassins+creed+unity&platform=PS4&dlc=hide,True,70.0,-0.001530223413704553,0.017977006424810288,59.99,Action,HighPublishers,MedDevelopers,2014-11-11,2014.0,11.0,11.0,1
130,Assault Android Cactus,Shoot 'em up,Witch Beam,Witch Beam,2016-03-09,2016-03-08,2016-03-08,assault+android+cactus,https://psprices.com/region-us/search/?q=assault+android+cactus&platform=PS4&dlc=hide,True,82.0,-0.0008223573449812338,-0.1858762677574678,14.99,Shooter,LowPublishers,LowDevelopers,2016-03-08,2016.0,3.0,8.0,0
131,Assault Suit Leynos,Shooter,Dracue Software,Extreme,2015-12-23,2016-07-14,2016-07-12,assault+suit+leynos,https://psprices.com/region-us/search/?q=assault+suit+leynos&platform=PS4&dlc=hide,True,71.0,-0.0004232052918878039,-0.11721212966886901,19.99,Shooter,LowPublishers,LowDevelopers,2016-07-12,2016.0,7.0,12.0,0
132,The Assembly,Adventure,nDreams,nDreams,,2016-10-13,2016-10-13,the+assembly,https://psprices.com/region-us/search/?q=the+assembly&platform=PS4&dlc=hide,True,57.0,-0.0003890405080241723,-0.0636607468987863,29.99,Adventure,LowPublishers,LowDevelopers,2016-10-13,2016.0,10.0,13.0,0
133,Assetto Corsa,Racing,Kunos Simulazioni,505 Games,2018-09-27,2016-08-26,2016-08-30,assetto+corsa,https://psprices.com/region-us/search/?q=assetto+corsa&platform=PS4&dlc=hide,True,67.0,-0.0009396652002251986,-0.014121589653545125,49.99,Sports,HighPublishers,LowDevelopers,2016-08-30,2016.0,8.0,30.0,0
134,Asterix & Obelix XXL 2: Mission: Las Vegum,Action-adventure,OSome Studios,Anuman Interactive,,2018-11-29,2018-11-29,asterix+obelix+xxl+2+mission+las+vegum,https://psprices.com/region-us/search/?q=asterix+obelix+xxl+2+mission+las+vegum&platform=PS4&dlc=hide,False,,,,,Adventure,LowPublishers,MedDevelopers,2018-11-29,2018.0,11.0,29.0,1
135,Asterix & Obelix XXL 3: The Crystal Menhir,Action-adventure,OSome Studios,Anuman Interactive,,2019-11-21,2019-11-21,asterix+obelix+xxl+3+the+crystal+menhir,https://psprices.com/region-us/search/?q=asterix+obelix+xxl+3+the+crystal+menhir&platform=PS4&dlc=hide,False,,,,,Adventure,LowPublishers,MedDevelopers,2019-11-21,2019.0,11.0,21.0,1
136,Astroneer,Adventure,System Era Softworks,System Era Softworks,,2019-11-15,2019-11-15,astroneer,https://psprices.com/region-us/search/?q=astroneer&platform=PS4&dlc=hide,True,73.0,0.0,0.0,29.99,Adventure,LowPublishers,LowDevelopers,2019-11-15,2019.0,11.0,15.0,0
137,Atari Flashback Classics: Volume 1,Arcade,Atari,Atari,,2017-01-18,2016-10-13,atari+flashback+classics+volume+1,https://psprices.com/region-us/search/?q=atari+flashback+classics+volume+1&platform=PS4&dlc=hide,False,,,,,Action,LowPublishers,MedDevelopers,2016-10-13,2016.0,10.0,13.0,1
138,Atari Flashback Classics: Volume 2,Arcade,Atari,Atari,,2017-01-18,2016-10-13,atari+flashback+classics+volume+2,https://psprices.com/region-us/search/?q=atari+flashback+classics+volume+2&platform=PS4&dlc=hide,False,,,,,Action,LowPublishers,MedDevelopers,2016-10-13,2016.0,10.0,13.0,1
139,Atari Flashback Classics: Volume 3,Arcade,Code Mystics,Atari,,2018-09-04,2018-03-29,atari+flashback+classics+volume+3,https://psprices.com/region-us/search/?q=atari+flashback+classics+volume+3&platform=PS4&dlc=hide,False,,,,,Action,LowPublishers,MedDevelopers,2018-03-29,2018.0,3.0,29.0,1
140,Atelier Ayesha: The Alchemist of Dusk DX,Role-playing,Gust,Koei Tecmo,2019-12-25,2020-01-14,2020-01-14,atelier+ayesha+the+alchemist+of+dusk+dx,https://psprices.com/region-us/search/?q=atelier+ayesha+the+alchemist+of+dusk+dx&platform=PS4&dlc=hide,True,,,,,RPG,HighPublishers,HighDevelopers,2020-01-14,2020.0,1.0,14.0,1
141,Atelier Escha & Logy: Alchemists of the Dusk Sky DX,Role-playing,Gust,Koei Tecmo,2019-12-25,2020-01-14,2020-01-14,atelier+escha+logy+alchemists+of+the+dusk+sky+dx,https://psprices.com/region-us/search/?q=atelier+escha+logy+alchemists+of+the+dusk+sky+dx&platform=PS4&dlc=hide,True,,,,,RPG,HighPublishers,HighDevelopers,2020-01-14,2020.0,1.0,14.0,1
142,Atelier Firis: The Alchemist and the Mysterious Journey,Role-playing,Gust,Koei Tecmo,2016-11-02,2017-03-07,2017-03-10,atelier+firis+the+alchemist+and+the+mysterious+journey,https://psprices.com/region-us/search/?q=atelier+firis+the+alchemist+and+the+mysterious+journey&platform=PS4&dlc=hide,True,75.0,-0.00023779108896931567,-0.07490689306569331,59.99,RPG,HighPublishers,HighDevelopers,2017-03-10,2017.0,3.0,10.0,0
143,Atelier Lulua: The Scion of Arland,Role-playing,Gust,Koei Tecmo,2019-03-20,2019-05-24,2019-05-21,atelier+lulua+the+scion+of+arland,https://psprices.com/region-us/search/?q=atelier+lulua+the+scion+of+arland&platform=PS4&dlc=hide,True,79.0,-0.0003375306219110588,-0.038810151421999416,59.99,RPG,HighPublishers,HighDevelopers,2019-05-21,2019.0,5.0,21.0,0
144,Atelier Lydie & Suelle: Alchemists of the Mysterious Painting,Role-playing,Gust,Koei Tecmo,2017-12-21,2018-03-30,2018-03-27,atelier+lydie+suelle+alchemists+of+the+mysterious+painting,https://psprices.com/region-us/search/?q=atelier+lydie+suelle+alchemists+of+the+mysterious+painting&platform=PS4&dlc=hide,False,,,,,RPG,HighPublishers,HighDevelopers,2018-03-27,2018.0,3.0,27.0,1
145,Atelier Meruru: The Apprentice of Arland,Role-playing,Gust,Koei Tecmo,2018-09-20,2018-12-04,2018-12-04,atelier+meruru+the+apprentice+of+arland,https://psprices.com/region-us/search/?q=atelier+meruru+the+apprentice+of+arland&platform=PS4&dlc=hide,True,80.0,0.00011303796047474474,-0.056720414665208004,39.99,RPG,HighPublishers,HighDevelopers,2018-12-04,2018.0,12.0,4.0,0
146,Atelier Rorona: The Alchemist of Arland,Role-playing,Gust,Koei Tecmo,2018-09-20,2018-12-04,2018-12-04,atelier+rorona+the+alchemist+of+arland,https://psprices.com/region-us/search/?q=atelier+rorona+the+alchemist+of+arland&platform=PS4&dlc=hide,True,71.0,0.00011303796047474474,-0.056720414665208004,39.99,RPG,HighPublishers,HighDevelopers,2018-12-04,2018.0,12.0,4.0,0
147,Atelier Ryza: Ever Darkness & the Secret Hideout,Role-playing,Gust,Koei Tecmo,2019-09-26,2019-11-01,2019-10-29,atelier+ryza+ever+darkness+the+secret+hideout,https://psprices.com/region-us/search/?q=atelier+ryza+ever+darkness+the+secret+hideout&platform=PS4&dlc=hide,True,,,,,RPG,HighPublishers,HighDevelopers,2019-10-29,2019.0,10.0,29.0,1
148,Atelier Shallie: Alchemists of the Dusk Sea DX,Role-playing,Gust,Koei Tecmo,2019-12-25,2020-01-14,2020-01-14,atelier+shallie+alchemists+of+the+dusk+sea+dx,https://psprices.com/region-us/search/?q=atelier+shallie+alchemists+of+the+dusk+sea+dx&platform=PS4&dlc=hide,True,,,,,RPG,HighPublishers,HighDevelopers,2020-01-14,2020.0,1.0,14.0,1
