,Titles,Genres,Developers,Publishers,ReleaseDate_JP,ReleaseDate_EU,ReleaseDate_NA,TitlesHTML,SearchLinks,HistScrapped,Reviews,LogRegSlope,LogRegIntcpt,InitPrice,MappedGenres,MappedPublishers,MappedDevelopers,ReleaseDate_Agg,Release_Year,Release_Month,Release_Day,Success
1357,Nights of Azure 2: Bride of the New Moon,Role-playing,Gust,Tecmo Koei,2017-08-31,2017-10-27,2017-10-24,nights+of+azure+2+bride+of+the+new+moon,https://psprices.com/region-us/search/?q=nights+of+azure+2+bride+of+the+new+moon&platform=PS4&dlc=hide,True,65.0,-0.0002607059430371539,-0.043074086307873,59.99,RPG,MedPublishers,HighDevelopers,2017-10-24,2017.0,10.0,24.0,0
1358,Night Trap: 25th Anniversary Edition,Interactive movie,Screaming Villains,Screaming Villains,,2017-08-11,2017-08-15,night+trap+25th+anniversary+edition,https://psprices.com/region-us/search/?q=night+trap+25th+anniversary+edition&platform=PS4&dlc=hide,True,65.0,0.0,0.0,14.99,Adventure,LowPublishers,LowDevelopers,2017-08-15,2017.0,8.0,15.0,0
1359,Nine Parchments,Action,Frozenbyte,Frozenbyte,2017-12-05,2017-12-05,2017-12-05,nine+parchments,https://psprices.com/region-us/search/?q=nine+parchments&platform=PS4&dlc=hide,True,66.0,-0.0016010269448919305,0.09236333605070052,19.99,Action,MedPublishers,HighDevelopers,2017-12-05,2017.0,12.0,5.0,1
1360,Ninja JaJaMaru Collection,Assorted,Biccamera,City Connection,,,,ninja+jajamaru+collection,https://psprices.com/region-us/search/?q=ninja+jajamaru+collection&platform=PS4&dlc=hide,False,,,,,Adventure,LowPublishers,LowDevelopers,,,,,1
1361,Nioh,Action role-playing,Koei Tecmo,Sony Interactive Entertainment,2017-02-09,2017-02-08,2017-02-07,nioh,https://psprices.com/region-us/search/?q=nioh&platform=PS4&dlc=hide,True,87.0,-0.0017560338410335997,0.059161251730890096,59.99,Action,HighPublishers,HighDevelopers,2017-02-07,2017.0,2.0,7.0,1
1362,Nioh 2,Action role-playing,Team Ninja,Koei Tecmo,2020-03-13,2020-03-13,2020-03-13,nioh+2,https://psprices.com/region-us/search/?q=nioh+2&platform=PS4&dlc=hide,True,,,,,Action,HighPublishers,MedDevelopers,2020-03-13,2020.0,3.0,13.0,1
1363,Ni no Kuni: Wrath of the White Witch,Role-playing,Level-5,Bandai Namco,2019-09-20,2019-09-20,2019-09-20,ni+no+kuni+wrath+of+the+white+witch,https://psprices.com/region-us/search/?q=ni+no+kuni+wrath+of+the+white+witch&platform=PS4&dlc=hide,True,,,,,RPG,HighPublishers,HighDevelopers,2019-09-20,2019.0,9.0,20.0,1
1364,Ni no Kuni II: Revenant Kingdom,Role-playing,Level-5,Bandai Namco,2018-03-23,2018-03-23,2018-03-23,ni+no+kuni+ii+revenant+kingdom,https://psprices.com/region-us/search/?q=ni+no+kuni+ii+revenant+kingdom&platform=PS4&dlc=hide,True,87.0,-0.0006383198637469976,-0.007182324237074643,59.99,RPG,HighPublishers,HighDevelopers,2018-03-23,2018.0,3.0,23.0,0
1365,Ninja Shodown,Action,Rising Star Games,Rising Star Games,2017-09-26,2017-09-26,2017-09-26,ninja+shodown,https://psprices.com/region-us/search/?q=ninja+shodown&platform=PS4&dlc=hide,True,,,,,Action,MedPublishers,LowDevelopers,2017-09-26,2017.0,9.0,26.0,1
1366,The Ninja Saviors: Return of the Warriors,Beat 'em up,Taito,JP: M2WW: Inin Games,2019-07-25,2019-08-30,2019-08-30,the+ninja+saviors+return+of+the+warriors,https://psprices.com/region-us/search/?q=the+ninja+saviors+return+of+the+warriors&platform=PS4&dlc=hide,True,,,,,Action,LowPublishers,LowDevelopers,2019-08-30,2019.0,8.0,30.0,1
1367,Nitroplus Blasterz: Heroines Infinite Duel,Fighting,Examu,Xseed Games,2015-12-10,2016-04-07,2016-02-02,nitroplus+blasterz+heroines+infinite+duel,https://psprices.com/region-us/search/?q=nitroplus+blasterz+heroines+infinite+duel&platform=PS4&dlc=hide,True,66.0,-0.002153132624952133,-0.0633236699868896,39.99,Action,MedPublishers,LowDevelopers,2016-02-02,2016.0,2.0,2.0,1
1368,No Heroes Here,Tower defense,Mad Mimic,Mad Mimic,,,2019-05-29,no+heroes+here,https://psprices.com/region-us/search/?q=no+heroes+here&platform=PS4&dlc=hide,True,,,,,Strategy,LowPublishers,LowDevelopers,2019-05-29,2019.0,5.0,29.0,1
1369,Noir Chronicles: City of Crime,Hidden object,Brave Giant,Artifex Mundi,,2018-11-09,2018-11-09,noir+chronicles+city+of+crime,https://psprices.com/region-us/search/?q=noir+chronicles+city+of+crime&platform=PS4&dlc=hide,True,60.0,-0.0005795562300368752,-0.06644579688923065,14.99,Platformer,HighPublishers,MedDevelopers,2018-11-09,2018.0,11.0,9.0,0
1370,No Man's Sky,Action-adventure,Hello Games,Hello Games,2016-08-25,2016-08-10,2016-08-09,no+mans+sky,https://psprices.com/region-us/search/?q=no+mans+sky&platform=PS4&dlc=hide,True,70.0,-0.0006772418267563846,-0.12509858250332945,59.99,Adventure,LowPublishers,LowDevelopers,2016-08-09,2016.0,8.0,9.0,0
1371,Nobunaga's Ambition: Sphere of Influence,Tactical role-playing,Tecmo Koei,Tecmo Koei,2014-02-22,2015-09-04,2015-09-01,nobunagas+ambition+sphere+of+influence,https://psprices.com/region-us/search/?q=nobunagas+ambition+sphere+of+influence&platform=PS4&dlc=hide,True,75.0,-0.0005370582145410689,-0.05173480981917404,59.99,Action,MedPublishers,HighDevelopers,2015-09-01,2015.0,9.0,1.0,0
1372,Nobunaga's Ambition: Taishi,Tactical role-playing,Tecmo Koei,Tecmo Koei,2017-11-30,2018-07-06,2018-07-03,nobunagas+ambition+taishi,https://psprices.com/region-us/search/?q=nobunagas+ambition+taishi&platform=PS4&dlc=hide,True,65.0,-0.0005638674255660829,-0.02996691438238129,59.99,Action,MedPublishers,HighDevelopers,2018-07-03,2018.0,7.0,3.0,0
1373,Nom Nom Galaxy,Platformer,Double Eleven,Q-Games,2015-07-01,2015-05-14,2015-05-12,nom+nom+galaxy,https://psprices.com/region-us/search/?q=nom+nom+galaxy&platform=PS4&dlc=hide,True,,,,,Platformer,LowPublishers,MedDevelopers,2015-05-12,2015.0,5.0,12.0,1
1374,Northgard,Real-time strategy,Shiro Games,Shiro Games,,2019-09-26,2019-09-26,northgard,https://psprices.com/region-us/search/?q=northgard&platform=PS4&dlc=hide,True,,,,,Strategy,LowPublishers,LowDevelopers,2019-09-26,2019.0,9.0,26.0,1
1375,No Time to Explain,Platformer,tinyBuild,tinyBuild,2016-03-29,2016-03-29,2016-03-29,no+time+to+explain,https://psprices.com/region-us/search/?q=no+time+to+explain&platform=PS4&dlc=hide,True,63.0,-0.0010495806725807331,-0.025309283506989546,14.99,Platformer,MedPublishers,MedDevelopers,2016-03-29,2016.0,3.0,29.0,1
1376,Not a Hero,Shooter,Roll7,Devolver Digital,2016-02-02,2016-02-02,2016-02-02,not+a+hero,https://psprices.com/region-us/search/?q=not+a+hero&platform=PS4&dlc=hide,True,75.0,-0.00018062305201186507,-0.17849174249820032,12.99,Shooter,HighPublishers,MedDevelopers,2016-02-02,2016.0,2.0,2.0,0
1377,Nova-111,"Puzzle, turn-based",Funktronic Labs,Curve Digital,2015-08-25,2015-08-25,2015-08-25,nova-111,https://psprices.com/region-us/search/?q=nova-111&platform=PS4&dlc=hide,True,,,,,Puzzle,HighPublishers,LowDevelopers,2015-08-25,2015.0,8.0,25.0,1
1378,Nuclear Throne,"Action, roguelike",Vlambeer,Vlambeer,2015-12-05,2015-12-05,2015-12-05,nuclear+throne,https://psprices.com/region-us/search/?q=nuclear+throne&platform=PS4&dlc=hide,True,87.0,0.0,0.0,11.99,Action,LowPublishers,LowDevelopers,2015-12-05,2015.0,12.0,5.0,0
1379,Numantia,Turn-based strategy,Recotechnology,Recotechnology,2017-10-25,2017-10-25,2017-10-25,numantia,https://psprices.com/region-us/search/?q=numantia&platform=PS4&dlc=hide,True,,,,,Strategy,LowPublishers,LowDevelopers,2017-10-25,2017.0,10.0,25.0,1
1380,Obduction,"Adventure, puzzle",Cyan Worlds,Cyan Worlds,2018-06-28,2017-08-29,2017-08-29,obduction,https://psprices.com/region-us/search/?q=obduction&platform=PS4&dlc=hide,True,74.0,-0.000350290925368086,-0.07397468960028783,29.99,Puzzle,LowPublishers,LowDevelopers,2017-08-29,2017.0,8.0,29.0,0
1381,Obliteracers,Vehicular combat,Space Dust Studios,Space Dust Studios,,2016-07-20,2016-07-20,obliteracers,https://psprices.com/region-us/search/?q=obliteracers&platform=PS4&dlc=hide,True,68.0,0.0,0.0,13.99,Action,LowPublishers,LowDevelopers,2016-07-20,2016.0,7.0,20.0,0
1382,Observation,Adventurehorrorpuzzle,No Code,Devolver Digital,2019-09-05,2019-05-21,2019-05-21,observation,https://psprices.com/region-us/search/?q=observation&platform=PS4&dlc=hide,True,,,,,Puzzle,HighPublishers,LowDevelopers,2019-05-21,2019.0,5.0,21.0,1
1383,Observer,Horror,Bloober Team,Aspyr,2017-08-16,2017-08-15,2017-08-15,observer,https://psprices.com/region-us/search/?q=observer&platform=PS4&dlc=hide,True,77.0,-0.0006843177415755418,-0.01732000044951558,29.99,Horror,LowPublishers,HighDevelopers,2017-08-15,2017.0,8.0,15.0,0
1384,Occultic;Nine,Visual novel,5pb.,Mages,2017-11-09,,,occultic+nine,https://psprices.com/region-us/search/?q=occultic+nine&platform=PS4&dlc=hide,False,,,,,Adventure,LowPublishers,HighDevelopers,2017-11-09,2017.0,11.0,9.0,1
1385,Oceanhorn: Monster of Uncharted Seas,Adventure,Cornfox & Bros. / Engine Software,FDG Entertainment,,2016-09-07,2016-09-07,oceanhorn+monster+of+uncharted+seas,https://psprices.com/region-us/search/?q=oceanhorn+monster+of+uncharted+seas&platform=PS4&dlc=hide,True,67.0,-0.00021600386264026842,-0.1363433279972574,14.99,Adventure,LowPublishers,LowDevelopers,2016-09-07,2016.0,9.0,7.0,0
1386,Octodad: Dadliest Catch,"Simulation, strategy",Young Horses,Young Horses,2015-08-28,2014-04-23,2014-04-22,octodad+dadliest+catch,https://psprices.com/region-us/search/?q=octodad+dadliest+catch&platform=PS4&dlc=hide,True,73.0,5.838994945848259e-05,-0.24285044005626744,14.99,Strategy,LowPublishers,LowDevelopers,2014-04-22,2014.0,4.0,22.0,0
1387,Oddworld: New 'n' Tasty!,Actionplatformer,Just Add Water,Oddworld Inhabitants,2015-03-04,2014-07-23,2014-07-22,oddworld+new+n+tasty,https://psprices.com/region-us/search/?q=oddworld+new+n+tasty&platform=PS4&dlc=hide,True,81.0,-0.0015957360714385616,-0.028566503070077298,29.99,Platformer,LowPublishers,LowDevelopers,2014-07-22,2014.0,7.0,22.0,1
1388,Oh My Godheads,Fighting,Titutitech,Square Enix,,2017-12-05,2017-12-05,oh+my+godheads,https://psprices.com/region-us/search/?q=oh+my+godheads&platform=PS4&dlc=hide,True,64.0,-0.0011611427385227445,0.09162800440384128,14.99,Action,HighPublishers,LowDevelopers,2017-12-05,2017.0,12.0,5.0,1
1389,Odin Sphere: Leifthrasir,Action role-playing,Vanillaware,Atlus,2016-01-14,2016-06-24,2016-06-07,odin+sphere+leifthrasir,https://psprices.com/region-us/search/?q=odin+sphere+leifthrasir&platform=PS4&dlc=hide,True,88.0,-0.0008251600132938527,0.007739244427776473,59.99,Action,MedPublishers,MedDevelopers,2016-06-07,2016.0,6.0,7.0,0
1390,Ōkami,Action-adventure,Capcom,Capcom,2017-12-12,2017-12-12,2017-12-12,ōkami,https://psprices.com/region-us/search/?q=ōkami&platform=PS4&dlc=hide,False,,,,,Adventure,HighPublishers,HighDevelopers,2017-12-12,2017.0,12.0,12.0,1
1391,OK K.O.! Let's Play Heroes,Action,Capybara Games,Cartoon Network,,2018-01-23,2018-01-23,ok+ko+lets+play+heroes,https://psprices.com/region-us/search/?q=ok+ko+lets+play+heroes&platform=PS4&dlc=hide,True,66.0,0.0,0.0,19.99,Action,LowPublishers,MedDevelopers,2018-01-23,2018.0,1.0,23.0,0
1392,Old Man's Journey,Adventure,Broken Rules,Broken Rules,,2018-05-29,2018-05-29,old+mans+journey,https://psprices.com/region-us/search/?q=old+mans+journey&platform=PS4&dlc=hide,True,76.0,-0.00016931899290395397,-0.1305619883118846,9.99,Adventure,LowPublishers,LowDevelopers,2018-05-29,2018.0,5.0,29.0,0
1393,OlliOlli,"Skateboard, side-scroller",Roll7,Roll7,2014-09-24,2014-08-27,2014-08-26,olliolli,https://psprices.com/region-us/search/?q=olliolli&platform=PS4&dlc=hide,True,76.0,-9.940049268194979e-05,-0.5099829341406614,12.99,Sports,LowPublishers,MedDevelopers,2014-08-26,2014.0,8.0,26.0,0
1394,OlliOlli2: Welcome to Olliwood,"Skateboard, side-scroller",Roll7,Roll7,2015-04-01,2015-03-04,2015-03-03,olliolli2+welcome+to+olliwood,https://psprices.com/region-us/search/?q=olliolli2+welcome+to+olliwood&platform=PS4&dlc=hide,True,84.0,-0.0006617836933965925,-0.0801049390769915,14.99,Sports,LowPublishers,MedDevelopers,2015-03-03,2015.0,3.0,3.0,0
1395,Omega Quintet,Role-playing,Compile Heart,Compile Heart,2014-10-02,2015-05-01,2015-04-28,omega+quintet,https://psprices.com/region-us/search/?q=omega+quintet&platform=PS4&dlc=hide,True,61.0,-0.002326673133388393,-0.1296555314130522,59.99,RPG,LowPublishers,HighDevelopers,2015-04-28,2015.0,4.0,28.0,1
1396,Omensight,Action role-playing,Spearhead Games,Spearhead Games,,2019-05-15,2019-05-18,omensight,https://psprices.com/region-us/search/?q=omensight&platform=PS4&dlc=hide,True,76.0,-0.0003241753418538921,0.013880273325885772,19.99,Action,MedPublishers,MedDevelopers,2019-05-18,2019.0,5.0,18.0,0
1397,Onechanbara Origin,Actionhack and slash,Tamsoft,D3 Publisher,2019-12-05,,,onechanbara+origin,https://psprices.com/region-us/search/?q=onechanbara+origin&platform=PS4&dlc=hide,False,,,,,Action,MedPublishers,HighDevelopers,2019-12-05,2019.0,12.0,5.0,1
1398,Onechanbara Z2: Chaos,Actionhack and slash,Tamsoft,D3 Publisher,2014-10-30,2015-08-28,2015-07-21,onechanbara+z2+chaos,https://psprices.com/region-us/search/?q=onechanbara+z2+chaos&platform=PS4&dlc=hide,True,57.0,-0.0020593815255361726,-0.02750861159881124,39.99,Action,MedPublishers,HighDevelopers,2015-07-21,2015.0,7.0,21.0,1
1399,One More Dungeon,Role-playing,Ratalaika Games,Ratalaika Games,2017-12-21,2017-12-13,2017-12-12,one+more+dungeon,https://psprices.com/region-us/search/?q=one+more+dungeon&platform=PS4&dlc=hide,True,61.0,-0.0006226110647936672,-0.008661647409531632,7.99,RPG,MedPublishers,MedDevelopers,2017-12-12,2017.0,12.0,12.0,0
1400,One Night Stand,Visual novel,Kinmoku,Ratalaika Games,,2019-10-02,2019-10-01,one+night+stand,https://psprices.com/region-us/search/?q=one+night+stand&platform=PS4&dlc=hide,True,,,,,Adventure,MedPublishers,LowDevelopers,2019-10-01,2019.0,10.0,1.0,1
1401,One Piece: Burning Blood,Fighting,Spike Chunsoft,Bandai Namco Entertainment,2016-04-16,2016-06-03,2016-05-31,one+piece+burning+blood,https://psprices.com/region-us/search/?q=one+piece+burning+blood&platform=PS4&dlc=hide,True,64.0,-0.000706929284641766,-0.023478149237507795,59.99,Action,HighPublishers,HighDevelopers,2016-05-31,2016.0,5.0,31.0,0
1402,One Piece: Pirate Warriors 3,Action,Koei Tecmo,Bandai Namco Entertainment,2015-03-26,2015-08-28,2015-08-25,one+piece+pirate+warriors+3,https://psprices.com/region-us/search/?q=one+piece+pirate+warriors+3&platform=PS4&dlc=hide,True,74.0,-0.0018288089953550875,0.059963037802044025,59.99,Action,HighPublishers,HighDevelopers,2015-08-25,2015.0,8.0,25.0,1
1403,One Piece: Pirate Warriors 4,Platformer,Omega ForceKoei Tecmo,Bandai Namco Entertainment,2020-03-26,2020-03-27,2020-03-27,one+piece+pirate+warriors+4,https://psprices.com/region-us/search/?q=one+piece+pirate+warriors+4&platform=PS4&dlc=hide,True,,,,,Platformer,HighPublishers,LowDevelopers,2020-03-27,2020.0,3.0,27.0,1
1404,One Piece: Unlimited World Red Deluxe Edition,Action-adventure,Tecmo Koei,Bandai Namco Entertainment,2017-08-24,2017-08-25,2017-08-25,one+piece+unlimited+world+red+deluxe+edition,https://psprices.com/region-us/search/?q=one+piece+unlimited+world+red+deluxe+edition&platform=PS4&dlc=hide,True,71.0,-0.0006510132947536925,-0.07433530004618245,39.99,Adventure,HighPublishers,HighDevelopers,2017-08-25,2017.0,8.0,25.0,0
1405,One Piece: World Seeker,Action-adventure,Ganbarion,Bandai Namco Entertainment,2019-03-14,2019-03-15,2019-03-15,one+piece+world+seeker,https://psprices.com/region-us/search/?q=one+piece+world+seeker&platform=PS4&dlc=hide,True,62.0,-0.0004614602156939801,-0.17451637641542495,59.99,Adventure,HighPublishers,LowDevelopers,2019-03-15,2019.0,3.0,15.0,0
1406,One-Punch Man: A Hero Nobody Knows,Fighting,Spike Chunsoft,Bandai Namco,2020-02-27,2020-02-28,2020-02-28,one-punch+man+a+hero+nobody+knows,https://psprices.com/region-us/search/?q=one-punch+man+a+hero+nobody+knows&platform=PS4&dlc=hide,False,,,,,Action,HighPublishers,HighDevelopers,2020-02-28,2020.0,2.0,28.0,1
1407,One Tap Hero,Platformer,Shanghai Kena Technology,Shanghai Kena Technology,,,,one+tap+hero,https://psprices.com/region-us/search/?q=one+tap+hero&platform=PS4&dlc=hide,False,,,,,Platformer,LowPublishers,LowDevelopers,,,,,1
1408,One Upon Light,Puzzle,SUTD Game Lab,Rising Star Games,2015-02-24,2015-10-13,2015-10-13,one+upon+light,https://psprices.com/region-us/search/?q=one+upon+light&platform=PS4&dlc=hide,False,,,,,Puzzle,MedPublishers,LowDevelopers,2015-10-13,2015.0,10.0,13.0,1
1409,Onimusha: Warlords,Action-adventure,Capcom,Capcom,2018-12-20,2019-01-15,2019-01-15,onimusha+warlords,https://psprices.com/region-us/search/?q=onimusha+warlords&platform=PS4&dlc=hide,True,80.0,-8.92792031568761e-05,-0.16391855524946897,19.99,Adventure,HighPublishers,HighDevelopers,2019-01-15,2019.0,1.0,15.0,0
1410,Oninaki,Action role-playing,Tokyo RPG Factory,Square Enix,2019-08-22,2019-08-22,2019-08-22,oninaki,https://psprices.com/region-us/search/?q=oninaki&platform=PS4&dlc=hide,True,72.0,-0.0005344203146017038,-0.010471584335824246,49.99,Action,HighPublishers,MedDevelopers,2019-08-22,2019.0,8.0,22.0,0
1411,Onrush,Racing,Codemasters,Codemasters,,2018-06-05,2018-06-05,onrush,https://psprices.com/region-us/search/?q=onrush&platform=PS4&dlc=hide,False,,,,,Sports,MedPublishers,HighDevelopers,2018-06-05,2018.0,6.0,5.0,1
1412,The Order: 1886,Third-person shooter,Ready at Dawn / SCE Santa Monica Studio,Sony Computer Entertainment,2015-02-20,2015-02-20,2015-02-20,the+order+1886,https://psprices.com/region-us/search/?q=the+order+1886&platform=PS4&dlc=hide,True,62.0,-0.003535955546601796,0.46350820767424594,59.99,Shooter,HighPublishers,LowDevelopers,2015-02-20,2015.0,2.0,20.0,1
1413,Organ Trail,"Simulation, survival",The Men Who Wear Many Hats,The Men Who Wear Many Hats,,2016-07-19,2015-10-20,organ+trail,https://psprices.com/region-us/search/?q=organ+trail&platform=PS4&dlc=hide,False,,,,,Simulation,LowPublishers,LowDevelopers,2015-10-20,2015.0,10.0,20.0,1
1414,Organic Panic,"Platformer, strategy",Last Limb,Last Limb,,2016-03-29,2016-03-29,organic+panic,https://psprices.com/region-us/search/?q=organic+panic&platform=PS4&dlc=hide,True,,,,,Platformer,LowPublishers,LowDevelopers,2016-03-29,2016.0,3.0,29.0,1
1415,The Oriental Exorcist,2Dactionside-scroller,Wildfire Games,Bilibili,,,,the+oriental+exorcist,https://psprices.com/region-us/search/?q=the+oriental+exorcist&platform=PS4&dlc=hide,False,,,,,Platformer,LowPublishers,LowDevelopers,,,,,1
1416,Our World is Ended,Visual novel,Red Entertainment,PQube,,,,our+world+is+ended,https://psprices.com/region-us/search/?q=our+world+is+ended&platform=PS4&dlc=hide,True,46.0,-0.0002689156705464951,-0.05443761719914391,59.99,Adventure,MedPublishers,LowDevelopers,,,,,0
1417,Oure,Adventure,Heavy Specture,Heavy Specture,,2017-11-14,2017-11-14,oure,https://psprices.com/region-us/search/?q=oure&platform=PS4&dlc=hide,True,55.0,0.0,0.0,19.99,Adventure,LowPublishers,LowDevelopers,2017-11-14,2017.0,11.0,14.0,0
1418,Outer Wilds,First-person adventure,Mobius Digital,Annapurna Interactive,2019-10-25,2019-10-15,2019-10-15,outer+wilds,https://psprices.com/region-us/search/?q=outer+wilds&platform=PS4&dlc=hide,True,,,,,Adventure,MedPublishers,LowDevelopers,2019-10-15,2019.0,10.0,15.0,1
1419,The Outer Worlds,Action role-playing,Obsidian Entertainment,Private Division,2019-10-25,2019-10-25,2019-10-25,the+outer+worlds,https://psprices.com/region-us/search/?q=the+outer+worlds&platform=PS4&dlc=hide,True,,,,,Action,MedPublishers,HighDevelopers,2019-10-25,2019.0,10.0,25.0,1
1420,Outlast,Survival horror,Red Barrels Studio,Red Barrels Studio,,2014-02-05,2014-02-04,outlast,https://psprices.com/region-us/search/?q=outlast&platform=PS4&dlc=hide,True,76.0,0.00019413522343102104,-0.37103094732200204,19.99,Horror,LowPublishers,MedDevelopers,2014-02-04,2014.0,2.0,4.0,0
1421,Outlast 2,Survival horror,Red Barrels Studio,Red Barrels Studio,,2017-04-25,2017-04-25,outlast+2,https://psprices.com/region-us/search/?q=outlast+2&platform=PS4&dlc=hide,True,76.0,-0.0010735491155026812,-0.0021149101754398946,29.99,Horror,LowPublishers,MedDevelopers,2017-04-25,2017.0,4.0,25.0,1
1422,Outriders,Shooter,People Can Fly,Square Enix,2020-01-01,,,outriders,https://psprices.com/region-us/search/?q=outriders&platform=PS4&dlc=hide,True,60.0,-0.0006466803767306693,-0.05325601462742727,39.99,Shooter,HighPublishers,MedDevelopers,2020-01-01,2020.0,1.0,1.0,0
1423,Outward: The Adventurer Life Sim,Role-playing,Koch Media,Nine Dots Studio,,2019-03-26,2019-03-26,outward+the+adventurer+life+sim,https://psprices.com/region-us/search/?q=outward+the+adventurer+life+sim&platform=PS4&dlc=hide,False,,,,,RPG,LowPublishers,LowDevelopers,2019-03-26,2019.0,3.0,26.0,1
1424,Overcooked,"Party, puzzle",Ghost Town Games,Team17,,2016-08-03,2016-08-03,overcooked,https://psprices.com/region-us/search/?q=overcooked&platform=PS4&dlc=hide,True,79.0,-0.0004293205361210593,-0.08818400175158336,16.99,Puzzle,HighPublishers,MedDevelopers,2016-08-03,2016.0,8.0,3.0,0
1425,Overcooked 2,"Party, puzzle",Ghost Town Games,Team17,2018-08-07,2018-08-07,2018-08-07,overcooked+2,https://psprices.com/region-us/search/?q=overcooked+2&platform=PS4&dlc=hide,True,82.0,-0.0002320391112945603,-0.06641830042326831,24.99,Puzzle,HighPublishers,MedDevelopers,2018-08-07,2018.0,8.0,7.0,0
1426,Overland,Turn-based tacticssurvival,FinjiDeep Plaid Games,Finji,,2019-09-19,2019-09-19,overland,https://psprices.com/region-us/search/?q=overland&platform=PS4&dlc=hide,True,,,,,Strategy,LowPublishers,LowDevelopers,2019-09-19,2019.0,9.0,19.0,1
1427,Overload,First-person shooter,Revival Productions,Revival Productions,,2018-10-16,2018-10-24,overload,https://psprices.com/region-us/search/?q=overload&platform=PS4&dlc=hide,True,,,,,Shooter,LowPublishers,LowDevelopers,2018-10-24,2018.0,10.0,24.0,1
1428,Overlord: Fellowship of Evil,Action role-playing,Codemasters,Codemasters,,2015-10-20,2015-10-20,overlord+fellowship+of+evil,https://psprices.com/region-us/search/?q=overlord+fellowship+of+evil&platform=PS4&dlc=hide,True,29.0,-0.0011890898382786827,-0.05459808456821493,21.14,Action,MedPublishers,HighDevelopers,2015-10-20,2015.0,10.0,20.0,1
1429,Overruled!,Brawler,Dlala Studios,Team17,,2015-09-18,2015-09-15,overruled,https://psprices.com/region-us/search/?q=overruled&platform=PS4&dlc=hide,True,,,,,Action,HighPublishers,LowDevelopers,2015-09-15,2015.0,9.0,15.0,1
1430,Overwatch,First-person shooter,Blizzard Entertainment,Blizzard Entertainment,2016-05-24,2016-05-24,2016-05-24,overwatch,https://psprices.com/region-us/search/?q=overwatch&platform=PS4&dlc=hide,False,,,,,Shooter,MedPublishers,MedDevelopers,2016-05-24,2016.0,5.0,24.0,1
1431,Overwatch 2,First-person shooter,Blizzard Entertainment,Blizzard Entertainment,,,,overwatch+2,https://psprices.com/region-us/search/?q=overwatch+2&platform=PS4&dlc=hide,False,,,,,Shooter,MedPublishers,MedDevelopers,,,,,1
1432,Ovivo,Platformer,Izhard,Sometimes You,,2019-07-03,2019-07-03,ovivo,https://psprices.com/region-us/search/?q=ovivo&platform=PS4&dlc=hide,True,73.0,-0.0016361180587165464,-0.03682982488542179,6.99,Platformer,LowPublishers,LowDevelopers,2019-07-03,2019.0,7.0,3.0,1
1433,Owlboy,Platform-adventure,D-Pad Studio,D-Pad Studio,2017-02-13,2017-02-13,2017-02-13,owlboy,https://psprices.com/region-us/search/?q=owlboy&platform=PS4&dlc=hide,True,88.0,-0.0003560604326213751,-0.09889707417407013,24.99,Adventure,LowPublishers,LowDevelopers,2017-02-13,2017.0,2.0,13.0,0
1434,Oxenfree,Adventure,Night School,Night School,,2016-05-31,2016-05-31,oxenfree,https://psprices.com/region-us/search/?q=oxenfree&platform=PS4&dlc=hide,True,81.0,-0.0014073696572009765,0.006171898451419827,19.99,Adventure,LowPublishers,LowDevelopers,2016-05-31,2016.0,5.0,31.0,1
1435,Pac-Man 256,Arcade,Hipster Whale,Bandai Namco Entertainment,2016-06-21,2016-06-21,2016-06-21,pac-man+256,https://psprices.com/region-us/search/?q=pac-man+256&platform=PS4&dlc=hide,True,79.0,-0.001789297501838038,-0.014802370242478276,4.99,Action,HighPublishers,LowDevelopers,2016-06-21,2016.0,6.0,21.0,1
1436,Pac-Man Championship Edition 2,Arcade,Bandai Namco Entertainment,Bandai Namco Entertainment,2016-09-13,2016-09-13,2016-09-13,pac-man+championship+edition+2,https://psprices.com/region-us/search/?q=pac-man+championship+edition+2&platform=PS4&dlc=hide,True,78.0,-0.000937094292880859,-0.09827064482743009,12.99,Action,HighPublishers,HighDevelopers,2016-09-13,2016.0,9.0,13.0,0
1437,Pang Adventures,Platformerpuzzle,Pastagames,DotEmu,,2016-04-19,2016-04-19,pang+adventures,https://psprices.com/region-us/search/?q=pang+adventures&platform=PS4&dlc=hide,True,59.0,-0.0005129778132153419,-0.132987202603816,9.99,Puzzle,MedPublishers,LowDevelopers,2016-04-19,2016.0,4.0,19.0,0
1438,Pankapu,Adventureplatformer,Too Kind Studio,Plug In Digital,,2017-09-20,2017-09-19,pankapu,https://psprices.com/region-us/search/?q=pankapu&platform=PS4&dlc=hide,True,63.0,-0.0009968222703851416,0.059425063654528515,11.99,Adventure,MedPublishers,LowDevelopers,2017-09-19,2017.0,9.0,19.0,0
1439,Paper Beast,Adventure,Pixel Reef,Pixel Reef,2020-01-01,,,paper+beast,https://psprices.com/region-us/search/?q=paper+beast&platform=PS4&dlc=hide,False,,,,,Adventure,LowPublishers,LowDevelopers,2020-01-01,2020.0,1.0,1.0,1
1440,Paranautical Activity,Platformerpuzzle,CodeAvarice,Digerati,2016-12-21,2016-06-01,2016-05-31,paranautical+activity,https://psprices.com/region-us/search/?q=paranautical+activity&platform=PS4&dlc=hide,True,,,,,Puzzle,MedPublishers,LowDevelopers,2016-05-31,2016.0,5.0,31.0,1
